Instance, Best_Cost
treewidth-computation-TWComp_1dp_N76.wcnf,26
treewidth-computation-TWComp_mulsol.i.5-pp_N119.wcnf,31
treewidth-computation-TWComp_myciel5_N47.wcnf,19
treewidth-computation-TWComp_queen5_5_N25.wcnf,18
treewidth-computation-TWComp_queen6_6_N36.wcnf,25
treewidth-computation-TWComp_queen7_7_N49.wcnf,35
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr10-plb100.wcnf,71
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr11-plb100.wcnf,76
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr12-plb100.wcnf,75
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr13-plb100.wcnf,76
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr14-plb100.wcnf,68
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,66
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr8-plb100.wcnf,67
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr9-plb100.wcnf,74
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr10-plb100.wcnf,67
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr11-plb100.wcnf,71
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr12-plb100.wcnf,68
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr13-plb100.wcnf,73
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr14-plb100.wcnf,74
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr5-plb100.wcnf,65
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr6-plb100.wcnf,66
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr7-plb100.wcnf,67
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr8-plb100.wcnf,63
uaq-uaq-ppr-nr200-nc66-n5-k2-rpp6-ppr9-plb100.wcnf,63
xai-mindset2-australian.wcnf,478
xai-mindset2-bupa.wcnf,294
xai-mindset2-cleve.wcnf,203
xai-mindset2-colic.wcnf,168
xai-mindset2-diabetes.wcnf,611
xai-mindset2-ecoli.wcnf,534
xai-mindset2-haberman.wcnf,371
xai-mindset2-heart-c.wcnf,203
xai-mindset2-heart-h.wcnf,172
xai-mindset2-heart-statlog.wcnf,185
xai-mindset2-hungarian.wcnf,183
xai-mindset2-liver-disorder.wcnf,313
xai-mindset2-postoperative-patient-data.wcnf,62
xai-mindset2-shuttleM.wcnf,127
xai-mindset2-soybean.wcnf,190
aes-mul_8_3.wcnf,36
decision-tree-breast-cancer-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,19
decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,7
fault-diagnosis-s38584_nan_explicit_10_0.wcnf,209
gen-hyper-tw-GenHyperTW_b01.wcnf,5
gen-hyper-tw-GenHyperTW_dubois28.wcnf,2
gen-hyper-tw-GenHyperTW_dubois29.wcnf,2
inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl.wcnf,63
inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl.wcnf,48
inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl.wcnf,45
inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl.wcnf,36
judgment-aggregation-ja-maxham-preflib-00049-00000071.wcnf,45
judgment-aggregation-ja-maxham-preflib-00049-00000157.wcnf,51
judgment-aggregation-ja-maxham-preflib-00049-00000253.wcnf,46
judgment-aggregation-ja-maxham-preflib-00049-00000260.wcnf,50
judgment-aggregation-ja-maxham-preflib-00049-00000293.wcnf,43
judgment-aggregation-ja-maxham-preflib-00049-00000316.wcnf,51
judgment-aggregation-ja-maxham-preflib-00049-00000333.wcnf,51
judgment-aggregation-ja-maxham-preflib-00049-00000385.wcnf,37
judgment-aggregation-ja-maxham-preflib-00049-00000444.wcnf,52
judgment-aggregation-ja-maxham-preflib-00049-00000492.wcnf,47
judgment-aggregation-ja-maxham-preflib-00049-00000512.wcnf,54
judgment-aggregation-ja-maxham-preflib-00049-00000540.wcnf,49
judgment-aggregation-ja-slater-preflib-00043-00000180.wcnf,306
judgment-aggregation-ja-slater-preflib-00049-00000135.wcnf,246
judgment-aggregation-ja-slater-preflib-00049-00000405.wcnf,278
judgment-aggregation-ja-slater-preflib-00051-00000008.wcnf,341
min-fill-MinFill_R0_mulsol.i.1.wcnf,142
min-fill-MinFill_R0_mulsol.i.2.wcnf,240
min-fill-MinFill_R0_mulsol.i.3.wcnf,240
min-fill-MinFill_R0_myciel5.wcnf,196
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2.wcnf,87
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3.wcnf,62
planning-bnn-cellda_x_10.wcnf,9
planning-bnn-cellda_x_12.wcnf,9
planning-bnn-cellda_y_10.wcnf,6
planning-bnn-cellda_y_9.wcnf,6
planning-bnn-navigation_4x4_7.wcnf,5
planning-bnn-navigation_5x5_10.wcnf,8
planning-bnn-navigation_5x5_8.wcnf,8
planning-bnn-navigation_5x5_9.wcnf,8
planning-bnn-sysadmin_4_3.wcnf,2
planning-bnn-sysadmin_5_3.wcnf,3
program-disambiguation-Q42_OPTIONS_1.wcnf,4
program-disambiguation-Q45_YESNO_1.wcnf,2
program-disambiguation-Q55_YESNO_1.wcnf,2
tpr-b18-s_PathRelaxation_Set_FS_8.wcnf,145
treewidth-computation-TWComp_eil51.tsp_N51.wcnf,8
1bpi_.2knt_.g.wcnf.t.wcnf,35
1bpi_.5pti_.g.wcnf.t.wcnf,29
1knt_.1bpi_.g.wcnf.t.wcnf,35
1knt_.2knt_.g.wcnf.t.wcnf,16
1knt_.5pti_.g.wcnf.t.wcnf,29
1vii_.1cph_.g.wcnf.t.wcnf,7
2knt_.5pti_.g.wcnf.t.wcnf,32
3ebx_.1era_.g.wcnf.t.wcnf,34
3ebx_.6ebx_.g.wcnf.t.wcnf,23
6ebx_.1era_.g.wcnf.t.wcnf,30
AES1-30-1.wcnf,1
AES1-30-2.wcnf,1
AES1-30-5.wcnf,1
AES1-50-15.wcnf,1
AES1-60-18.wcnf,1
AES1-60-19.wcnf,1
AES1-60-20.wcnf,1
AES1-70-21.wcnf,1
AES1-70-23.wcnf,1
AES1-70-25.wcnf,1
AES1-72-26.wcnf,1
AES1-74-34.wcnf,1
AES1-76-38.wcnf,1
AES2-40-50.wcnf,2
AES2-70-64.wcnf,2
AES2-74-75.wcnf,2
AMAZON.wcnf,51608
ann.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,83
aus.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,59
australian.wcnf,452
b14_C-mbd14-0248.wcnf,25
b14_opt_bug2_vec1-gate-0.dimacs.seq.filtered.wcnf,1
b15_C-mbd14-0259.wcnf,22
b17_C-mbd14-0261.wcnf,21
b20_C-mbd14-0252.wcnf,21
b20_C-mbd14-0267.wcnf,20
b20_C-mbd14-0298.wcnf,18
b20_C-mbd14-0358.wcnf,19
b21_C-mbd14-0250.wcnf,20
b21_C-mbd14-0295.wcnf,21
b21_C-mbd14-0304.wcnf,24
b21_C-mbd14-0308.wcnf,18
b21_C-mbd14-0394.wcnf,23
b22_C-mbd14-0225.wcnf,25
b22_C-mbd14-0250.wcnf,22
b22_C-mbd14-0308.wcnf,24
b22_C-mbd14-0318.wcnf,20
bip.maxcut-140-630-0.7-13.wcnf,169
bip.maxcut-140-630-0.7-37.wcnf,170
bip.maxcut-140-630-0.7-42.wcnf,161
bip.maxcut-140-630-0.7-44.wcnf,163
bip.maxcut-140-630-0.8-24.wcnf,165
bre-res-str.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,5
bupa.wcnf,294
c1_DD_s3_f1_e2_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,4
c2_DD_s3_f1_e2_v1-bug-onevec-gate-0.dimacs.seq.filtered.wcnf,1
c5_DD_s3_f1_e1_v2-bug-gate-0.dimacs.seq.filtered.wcnf,8
c7552-bug-gate-0.dimacs.seq.filtered.wcnf,1
car.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,42
car.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,143
causal_n5_i5_N10000_uai13_constant_int.wcnf,5
causal_n5_i7_N1000_uai13_constant_int.wcnf,11
causal_n5_i9_N1000_uai13_constant_int.wcnf,12
causal_n5_i9_N1000_uai13_harddeps_int.wcnf,17
causal_n5_i9_N10000_uai13_harddeps_int.wcnf,17
causal_n6_i10_N500_uai14_constant_int.wcnf,28
causal_n6_i2_N1000_uai13_constant_int.wcnf,15
causal_n6_i2_N10000_uai14_harddeps_int.wcnf,48
causal_n6_i8_N1000_uai14_constant_int.wcnf,26
causal_n6_i8_N10000_uai14_constant_int.wcnf,26
causal_n7_i10_N1000_uai14_constant_int.wcnf,42
causal_n7_i5_N1000_uai14_constant_int.wcnf,48
causal_n7_i5_N10000_uai14_constant_int.wcnf,48
causal_n7_i6_N500_uai14_harddeps_int.wcnf,116
causal_n7_i8_N1000_uai14_constant_int.wcnf,24
causal_n7_i8_N1000_uai14_harddeps_int.wcnf,94
cellda_x_10.wcnf,9
cellda_x_12.wcnf,9
cellda_y_10.wcnf,6
cleveland.wcnf,412
cloud.wcnf,254
cnf_10_center.wcnf,159
cnf_10.wcnf,50
cnf_12_center.wcnf,237
cnf_12.wcnf,61
cnf_small.wcnf,28
cnf.10.p.6.wcnf,10
cnf.10.p.7.wcnf,10
cnf.10.p.8.wcnf,10
cnf.13.p.6.wcnf,13
cnf.13.p.7.wcnf,13
cnf.14.p.4.wcnf,14
cnf.14.t.7.wcnf,14
cnf.15.p.6.wcnf,15
cnf.16.p.8.wcnf,16
cnf.17.p.8.wcnf,17
cnf.17.t.8.wcnf,17
cnf.18.p.10.wcnf,18
cnf.18.p.7.wcnf,18
cnf.19.p.5.wcnf,19
cnf.20.p.7.wcnf,20
cnf.20.p.9.wcnf,20
colic.wcnf,163
corral.wcnf,12
cra-scp.scpclr13_maxsat.wcnf,23
cra-scp.scpcyc10_maxsat.wcnf,1838
d4.wcnf,2401
data.135.wcnf,103
data.243.wcnf,198
data.405.wcnf,336
data.729.wcnf,617
DBLP.wcnf,57081
dermatology.wcnf,40
dim.brock400_3.clq.wcnf,238
dim.brock400_4.clq.wcnf,249
dim.hamming10-4.clq.wcnf,319
dim.hamming8-2.clq.wcnf,441
dim.MANN_a9.clq.wcnf,422
divider-problem.dimacs_3.filtered.wcnf,1
dp43.wcnf,47
drmx-am12-outof-40-ekmtot.wcnf,28
drmx-am12-outof-40-emtot.wcnf,28
drmx-am16-outof-45-ecardn.wcnf,29
drmx-am16-outof-45-esortn.wcnf,29
drmx-am16-outof-45-etot.wcnf,29
drmx-am20-outof-50-emtot.wcnf,30
drmx-am20-outof-50-eseqc.wcnf,30
drmx-am20-outof-50-etot.wcnf,30
drmx-am24-outof-55-ecardn.wcnf,31
drmx-am24-outof-55-ekmtot.wcnf,31
drmx-am28-outof-60-ecardn.wcnf,32
drmx-am28-outof-60-emtot.wcnf,32
drmx-am32-outof-70-ekmtot.wcnf,38
drmx-am32-outof-70-eseqc.wcnf,38
drmx-am32-outof-70-esortn.wcnf,38
drmx-am32-outof-70-etot.wcnf,38
ecoli.wcnf,511
extension-enforcement_non-strict_stb_150_0.1_2_8_2.wcnf,8
extension-enforcement_non-strict_stb_200_0.05_1_10_0.wcnf,7
extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf,11
extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,9
extension-enforcement_non-strict_stb_200_0.05_3_10_4.wcnf,7
extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,7
extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf,8
extension-enforcement_non-strict_stb_200_0.1_4_10_2.wcnf,8
extension-enforcement_strict_com_100_0.05_4_20_3.wcnf,15
extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,39
extension-enforcement_strict_com_150_0.05_3_30_0.wcnf,33
extension-enforcement_strict_com_150_0.05_4_30_4.wcnf,27
extension-enforcement_strict_com_150_0.1_2_15_0.wcnf,26
extension-enforcement_strict_com_150_0.1_4_15_1.wcnf,24
extension-enforcement_strict_com_200_0.05_0_40_1.wcnf,26
extension-enforcement_strict_com_200_0.1_0_10_1.wcnf,35
flush_reload_min.wcnf,45
FOOTBALL.wcnf,13
fpu4-problem.dimacs_19.filtered.wcnf,1
fpu5-problem.dimacs_20.filtered.wcnf,1
frb10-6-2.wcnf,50
frb10-6-3.wcnf,50
frb10-6-5.wcnf,50
frb20-11-2.partial.wcnf,200
frb20-11-3.partial.wcnf,200
frb20-11-4.partial.wcnf,200
frb20-11-5.partial.wcnf,200
frb25-13-2.partial.wcnf,300
frb25-13-5.partial.wcnf,300
frb30-15-1.partial.wcnf,420
frb30-15-2.partial.wcnf,420
frb30-15-5.partial.wcnf,420
frb35-17-2.partial.wcnf,560
frb35-17-3.partial.wcnf,560
frb40-19-3.partial.wcnf,720
frb40-19-5.partial.wcnf,720
geffe128_1.wcnf,800
geffe128_6.wcnf,800
geffe128_9.wcnf,800
gen_add_4_33.wcnf,158
gen_add_4_carry_33.wcnf,188
gen_add_4_carry_991.wcnf,56
gen_add_5_carry_299.wcnf,948
gen_add_6_991.wcnf,102
gen_cvc-add3-carry2-gadget_33.wcnf,51
gen_cvc-add7to3_991.wcnf,158
gen_cvc-mult4_4_991.wcnf,85
gen_cvc-mult4_4_9999.wcnf,98
gen_mult_4_4_9999.wcnf,98
gen_mult_4_5_299.wcnf,1106
gen_mult_4_5_9999.wcnf,197
gen_mult_4_6_991.wcnf,139
gen_mult_4_7_991.wcnf,148
gen_mult_5_5_399.wcnf,2296
gen_mult_5_5_991.wcnf,232
GenHyperTW_adder_15.wcnf,2
GenHyperTW_aim-50-1_6-no-3.wcnf,10
GenHyperTW_aim-50-1_6-yes1-3.wcnf,10
GenHyperTW_aim-50-3_4-yes1-3.wcnf,15
GenHyperTW_b01.wcnf,5
GenHyperTW_b06.wcnf,4
GenHyperTW_flat30-50.wcnf,26
GenHyperTW_flat30-99.wcnf,26
GenHyperTW_hole6.wcnf,7
GenHyperTW_hole8.wcnf,9
GenHyperTW_hole9.wcnf,10
GenHyperTW_par8-4-c.wcnf,8
GenHyperTW_par8-5-c.wcnf,9
GenHyperTW_s208.wcnf,7
GenHyperTW_s27.wcnf,2
GenHyperTW_uf20-050.wcnf,6
glass.wcnf,299
GreeceWesternGreeceUniversityInstance4.xml.wcnf,14
hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,28
hepatitis.wcnf,58
hip-sim.simp-abcd_5.01.wcnf,7
hip-sim.simp-ace_25.06.wcnf,11
hip-sim.simp-cf_10.09.wcnf,15
hip-sim.simp-ibd_25.01.wcnf,31
hip-sim.simp-nonunif-100_100.11.wcnf,38
hip-sim.simp-nonunif-100_50.14.wcnf,25
hip-sim.simp-test_chr21_CEU_75.wcnf,14
hip-su.SU1__simp-genos.haps.48.wcnf,129
hip-su.SU3__simp-genos.haps.41.wcnf,158
hyp.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,46
i2c_master1.dimacs.filtered.wcnf,1
indo.wcnf,13
iris.wcnf,87
KARATE.wcnf,4
kbtree9_7_3_5_20_5.wcsp.wcnf,1
kbtree9_7_3_5_40_1.wcsp.wcnf,27
kbtree9_7_3_5_50_1.wcsp.wcnf,36
kbtree9_7_3_5_50_3.wcsp.wcnf,37
kbtree9_7_3_5_50_4.wcsp.wcnf,38
kbtree9_7_3_5_60_3.wcsp.wcnf,59
kbtree9_7_3_5_60_4.wcsp.wcnf,59
kbtree9_7_3_5_60_6.wcsp.wcnf,57
kbtree9_7_3_5_70_5.wcsp.wcnf,72
kbtree9_7_3_5_70_6.wcsp.wcnf,74
kbtree9_7_3_5_80_2.wcsp.wcnf,103
kbtree9_7_3_5_90_3.wcsp.wcnf,121
kbtree9_7_3_5_90_4.wcsp.wcnf,126
kbtree9_7_3_5_90_5.wcsp.wcnf,124
lam.20-100-frag12-0.wcnf,41
lam.20-100-frag12-45.wcnf,43
lam.20-100-frag12-56.wcnf,42
lam.20-100-frag12-79.wcnf,43
lam.20-100-lambda100-53.wcnf,72
lam.20-100-lambda100-59.wcnf,73
lam.20-100-lambda100-89.wcnf,74
lam.20-100-lambda100-95.wcnf,75
lam.20-100-p100-55.wcnf,75
lam.20-100-p100-72.wcnf,71
lam.20-100-p100-86.wcnf,76
lam.20-100-p100-97.wcnf,75
lam.20-500-18.wcnf,168
lam.20-500-55.wcnf,173
lam.20-500-74.wcnf,174
lam.20-500-89.wcnf,169
liver-disorder.wcnf,293
lym.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,3
max.uaq-max-nc-nr10-np400-rpp5-nc10-n8-t3-plb10-n0.wcnf,84
max.uaq-max-nc-nr10-np400-rpp5-nc100-n8-t3-plb10-n4.wcnf,80
max.uaq-max-np-nr200-np700-rpp5-nc50-n8-t3-plb10-n5.wcnf,6
max.uaq-max-nr-nr160-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,4
max.uaq-max-nr-nr70-np400-rpp5-nc50-n8-t3-plb10-n7.wcnf,61
meltdown_min.wcnf,69
mem_ctrl1.dimacs.filtered.wcnf,1
mes.atcoss_mesat_01.wcnf,20
mes.atcoss_mesat_04.wcnf,30
mes.atcoss_mesat_05.wcnf,10
mes.atcoss_mesat_06.wcnf,20
mes.atcoss_mesat_10.wcnf,13
min.uaq-min-nr-nr50-np400-rpp5-nc0-rs0-t0-plb2-n4.wcnf,53
min.uaq-min-nr-nr70-np400-rpp5-nc0-rs0-t0-plb2-n9.wcnf,39
min.uaq-min-plb-nr10-np400-rpp5-nc0-rs0-t0-plb40-n0.wcnf,328
min.uaq-min-rpp-nr200-np400-rpp2-nc0-rs0-t0-plb4-n3.wcnf,10
min.uaq-min-rpp-nr200-np400-rpp3-nc0-rs0-t0-plb4-n4.wcnf,15
min.uaq-min-rpp-nr200-np400-rpp4-nc0-rs0-t0-plb4-n4.wcnf,25
MinFill_R0_miles1500.wcnf,218
MinFill_R0_mulsol.i.3.wcnf,240
MinFill_R0_mulsol.i.4.wcnf,240
MinFill_R0_mulsol.i.5.wcnf,240
MinFill_R0_myciel4.wcnf,46
MinFill_R0_myciel5.wcnf,196
MinFill_R0_myciel7.wcnf,3322
MinFill_R0_queen11_11.wcnf,4250
MinFill_R0_queen6_6.wcnf,231
MinFill_R0_queen7_7.wcnf,495
MinFill_R10_anna.wcnf,37
MinFill_R3_david.wcnf,61
MinFill_R3_huck.wcnf,2
MinFill_R3_miles750.wcnf,484
MinFill_R4_miles500.wcnf,381
MinFill_R5_jean.wcnf,11
MLI.ionosphere_train_1_DNF_4_1.wcnf,23
MLI.twitter_train_1_CNF_4_1.wcnf,1805
ms_100_20_20-0.wcnf,49
ms_100_40_10-0.wcnf,16
ms_150_10_40-0.wcnf,98
ms_200_10_40-0.wcnf,88
ms_200_20_12-1.wcnf,46
ms_200_20_20-8.wcnf,69
ms_200_20_24-1.wcnf,51
ms_200_20_24-2.wcnf,106
ms_200_22_20-0.wcnf,76
ms_200_22_20-3.wcnf,80
ms_200_36_20-1.wcnf,1
ms_200_40_10-0.wcnf,8
ms_200_6_20-0.wcnf,133
ms_250_20_20-0.wcnf,74
ms_300_20_20-0.wcnf,33
msp.normalized-aim-100-1_6-yes1-2.wcnf,100
msp.normalized-aim-200-6_0-yes1-4.wcnf,200
msp.normalized-ii8b1.wcnf,191
msp.normalized-par16-3-c.wcnf,334
msp.normalized-ssa7552-038.wcnf,1448
mtg.apex2_Fv1@1.wcnf,21
mtg.c1355_F543gat@1.wcnf,33
mul_8_11.wcnf,64
mul_8_13.wcnf,60
mul_8_14.wcnf,56
mul_8_3.wcnf,36
mul_8_9.wcnf,42
mul.role_domino_multiple_0.0_1.wcnf,73
mul.role_domino_multiple_0.0_4.wcnf,55
mul.role_smallcomp_multiple_0.0_2.wcnf,36
mul.role_smallcomp_multiple_0.0_3.wcnf,20
mul.role_smallcomp_multiple_0.0_4.wcnf,33
mul.role_university_multiple_0.0_2.wcnf,21
mul.role_university_multiple_0.0_8.wcnf,29
mus.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,7
navigation_3x3_5.wcnf,4
navigation_3x3_6.wcnf,4
navigation_4x4_5.wcnf,5
navigation_4x4_6.wcnf,5
navigation_4x4_7.wcnf,5
navigation_5x5_10.wcnf,8
navigation_5x5_8.wcnf,8
navigation_5x5_9.wcnf,8
new-thyroid.wcnf,126
normalized-5xp1.b.opb.msat.wcnf,12
normalized-9sym.b.opb.msat.wcnf,5
normalized-apex4.a.opb.msat.wcnf,776
normalized-bench1.pi.opb.msat.wcnf,121
normalized-clip.b.opb.msat.wcnf,15
normalized-count.b.opb.msat.wcnf,24
normalized-e64.b.opb.msat.wcnf,47
normalized-ex5.pi.opb.msat.wcnf,65
normalized-exam.pi.opb.msat.wcnf,63
normalized-f51m.b.opb.msat.wcnf,18
normalized-jac3.opb.msat.wcnf,15
normalized-max1024.pi.opb.msat.wcnf,259
normalized-prom2.pi.opb.msat.wcnf,287
normalized-rot.b.opb.msat.wcnf,115
normalized-sao2.b.opb.msat.wcnf,25
normalized-test4.pi.opb.msat.wcnf,96
p1.wcnf.t.wcnf,35
p15.wcnf,5
pesp_18Min.wcnf,311
pesp_5min.wcnf,68
POLITICSBOOK.wcnf,17
pri.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,29
promoters.wcnf,92
Q12_OPTIONS_1.wcnf,11
Q13_OPTIONS_1.wcnf,21
Q34_YESNO_2.wcnf,1
Q41_YESNO_3.wcnf,1
Q45_YESNO_3.wcnf,1
Q46_OPTIONS_1.wcnf,3
Q46_YESNO_2.wcnf,1
Q47_YESNO_2.wcnf,1
Q53_YESNO_3.wcnf,1
Q6_YESNO_1.wcnf,2
RAILWAY.wcnf,44
ram_k3_n19.ra0.wcnf,75
ram_k4_n18.ra0.wcnf,9
ran-scp.scp43_maxsat.wcnf,38
ran-scp.scp47_maxsat.wcnf,38
ran-scp.scp48_maxsat.wcnf,38
ran-scp.scp510_maxsat.wcnf,36
ran-scp.scp58_maxsat.wcnf,34
ran-scp.scp59_maxsat.wcnf,36
ran-scp.scp61_maxsat.wcnf,22
ran-scp.scp65_maxsat.wcnf,22
ran-scp.scpnre1_maxsat.wcnf,20
ran-scp.scpnrf4_maxsat.wcnf,12
ran-scp.scpnrf5_maxsat.wcnf,12
ran-scp.scpnrg1_maxsat.wcnf,73
ran-scp.scpnrh1_maxsat.wcnf,42
ran-scp.scpnrh5_maxsat.wcnf,42
ran.max_clq_150-13-6258-1.clq.wcnf,138
ran.max_clq_150-14-6705-2.clq.wcnf,137
ran.max_clq_150-16-7599-3.clq.wcnf,134
ran.max_clq_150-17-8046-3.clq.wcnf,132
ran.max_clq_150-3-1788-2.clq.wcnf,145
ran.max_clq_150-3-1788-3.clq.wcnf,145
ran.max_clq_150-4-2235-1.clq.wcnf,144
ran.max_clq_150-7-3576-2.clq.wcnf,143
ran.max_clq_150-8-4023-3.clq.wcnf,143
ran.max_clq_150-9-4470-1.clq.wcnf,142
ran.max_cut_60_500_10.asc.wcnf,174
ran.max_cut_60_500_6.asc.wcnf,173
ran.max_cut_60_600_4.asc.wcnf,213
ran.max_cut_60_600_9.asc.wcnf,218
rev44-10.wcnf,5
rev66-14.wcnf,19
rev66-16.wcnf,17
rev66-20.wcnf,13
rev66-4.wcnf,34
RISKMAP.wcnf,9
rsdecoder-problem.dimacs_41.filtered.wcnf,2
rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf,2
rsdecoder1.dimacs.filtered.wcnf,1
rsdecoder2.dimacs.filtered.wcnf,1
s01423_nan_explicit_3_0.wcnf,69
s01423_nan_explicit_9_0.wcnf,70
s15850-bug-onevec-gate-0.dimacs.seq.filtered.wcnf,1
s38417_nan_explicit_1_0.wcnf,58
s38417_nan_explicit_10_0.wcnf,65
s38417_nan_explicit_13_0.wcnf,67
s38417_nan_explicit_14_0.wcnf,55
s38417_nan_explicit_18_0.wcnf,63
s38417_nan_explicit_29_0.wcnf,69
s38417_nan_explicit_8_0.wcnf,70
s38584_nan_explicit_12_0.wcnf,191
s38584_nan_explicit_16_0.wcnf,188
s38584_nan_explicit_17_0.wcnf,185
s38584_nan_explicit_24_0.wcnf,177
s38584_nan_explicit_39_0.wcnf,198
s38584_nan_explicit_44_0.wcnf,168
s38584_nan_explicit_7_0.wcnf,188
sandiaprotein.g.wcnf.t.wcnf,28
SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf,25
SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.2.wcnf,16
SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.6.wcnf,25
SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf,86
SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.7.wcnf,60
SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_15_SAT.cnf.wcnf.9.wcnf,26
SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf,7
SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.5.wcnf,578
SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf,263
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.2.wcnf,1
SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.3.wcnf,17
SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.9.wcnf,82
SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.4.wcnf,78
SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.6.wcnf,120
SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.180-SAT.cnf.wcnf.2.wcnf,35
sbox_4.wcnf,22
sbox_8.wcnf,338
sol.g2_n26e25_n34e40.wcnf,12
sol.g2_n32e31_n35e41.wcnf,21
sol.g2_n43e42_n90e107.wcnf,22
sol.g2_n60e83_n77e84.wcnf,60
sol.g2_n74e91_n76e86.wcnf,51
sol.g3_n25e24_n35e34_n37e37.wcnf,10
sol.g3_n30e43_n33e37_n40e53.wcnf,30
sol.g3_n37e47_n38e49_n54e63.wcnf,24
sol.g4_n28e40_n47e56_n47e56_n58e77.wcnf,30
sol.g4_n34e43_n59e60_n69e85_n288e287.wcnf,34
sol.g4_n42e55_n45e54_n55e66_n78e101.wcnf,41
sol.g5_n32e44_n33e41_n35e48_n48e62_n50e64.wcnf,34
sol.g5_n39e38_n43e43_n61e61_n67e68_n82e119.wcnf,22
sol.g5_n41e56_n49e61_n51e60_n99e132_n109e132.wcnf,38
sol.g5_n67e69_n67e69_n82e119_n92e101_n92e101.wcnf,41
sol.g7_n35e48_n39e54_n41e57_n42e58_n47e66_n53e75_n59e84.wcnf,33
soy.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,5
spectre_min.wcnf,89
spi-Han.spinglass4_9.pm3.wcnf,40
